id,observation_date,competitor_id,competitor_price,market_share_percentage,trend_score
7136,2023-08-04,3,40.54,21.09,-0.338
7137,2023-08-04,1,54.67,26.67,-0.119
7138,2023-08-04,4,38.52,18.24,0.005
7139,2023-08-05,1,48.66,28.36,0.211
7140,2023-08-05,3,41.4,20.35,0.064
7141,2023-08-06,2,38.58,24.24,-0.271
7142,2023-08-06,2,43.04,28.69,-0.608
7143,2023-08-06,5,61.28,16.63,-0.167
7144,2023-08-06,4,31.52,11.22,0.298
7145,2023-08-06,3,40.65,19.41,0.268
7146,2023-08-06,3,44.22,20.14,-0.37
7147,2023-08-06,3,36.24,15.06,0.44
7148,2023-08-07,4,41.91,23.17,0.445
7149,2023-08-07,5,54.73,8.61,-0.102
7150,2023-08-07,5,68.72,15.72,-0.386
7151,2023-08-07,3,48.9,19.46,-0.052
7152,2023-08-07,4,42.78,15.59,0.216
7153,2023-08-07,3,45.99,19.63,-0.568
7154,2023-08-07,5,66.42,14.84,0.162
7155,2023-08-07,1,48.63,29.53,0.332
7156,2023-08-08,1,44.78,28.76,-0.028
7157,2023-08-08,5,55.06,14.88,-0.14
7158,2023-08-08,3,40.86,19.66,-0.397
7159,2023-08-08,2,46.96,26.7,-0.517
7160,2023-08-08,5,54.57,14.35,-0.2
7161,2023-08-08,2,44.91,26.11,0.034
7162,2023-08-08,3,44.3,17.56,-0.178
7163,2023-08-08,3,37.6,18.31,0.154
7164,2023-08-09,4,44.56,17.1,0.062
7165,2023-08-09,2,51.2,23.6,-0.691
7166,2023-08-09,5,68.11,14.17,0.139
7167,2023-08-09,3,41.65,16.54,-0.329
7168,2023-08-09,4,26.63,15.43,-0.004
7169,2023-08-09,2,52.63,22.83,-0.341
7170,2023-08-09,5,56.01,12.91,0.285
7171,2023-08-10,2,56.12,24.74,0.645
7172,2023-08-10,1,38.19,22.92,-0.094
7173,2023-08-10,3,45.44,23.21,-0.079
7174,2023-08-10,2,37.38,27.44,-0.536
7175,2023-08-10,5,55.67,15.28,-0.284
7176,2023-08-11,2,43.12,28.04,0.026
7177,2023-08-11,4,42.31,23.04,-0.582
7178,2023-08-11,1,57.91,24.8,0.254
7179,2023-08-11,4,42.49,16.05,-0.101
7180,2023-08-11,1,46.39,24.32,-0.149
7181,2023-08-11,1,52.9,28.31,0.331
7182,2023-08-12,3,38.86,18.13,0.429
7183,2023-08-12,4,41.33,15.56,0.294
7184,2023-08-12,3,46.02,17.14,-0.302
7185,2023-08-12,2,52.39,26.21,-0.44
7186,2023-08-12,5,69.26,15.31,-0.454
7187,2023-08-12,1,53.52,30.06,-0.276
7188,2023-08-12,3,39.78,23.54,-0.084
7189,2023-08-13,2,57.34,24,-0.173
7190,2023-08-13,5,60.92,17.27,-0.322
7191,2023-08-13,4,38.39,18.19,-0.158
7192,2023-08-13,4,47.07,15.35,0.038
7193,2023-08-13,2,41.58,25.53,-0.125
7194,2023-08-13,3,47.76,18.27,-0.059
7195,2023-08-14,5,64.16,12.73,-0.064
7196,2023-08-14,3,47.19,20.21,0.5
7197,2023-08-14,1,45.49,27.49,-0.177
7198,2023-08-14,3,42.32,20.11,-0.401
7199,2023-08-14,5,65.01,9.56,0.359
7200,2023-08-15,5,41.01,17.49,-0.054
7201,2023-08-15,4,35.63,16.96,-0.358
7202,2023-08-16,5,52.84,18.3,-0.789
7203,2023-08-16,1,55.15,28.06,-0.055
7204,2023-08-16,5,55.79,17.2,0.173
7205,2023-08-16,4,39.74,17.7,0.146
7206,2023-08-16,1,60.77,26.69,-0.527
7207,2023-08-16,1,60.67,33.29,0.384
7208,2023-08-16,3,48.46,19.23,-0.23
7209,2023-08-16,5,59.04,12.85,0.097
7210,2023-08-17,4,45.41,11.97,0.215
7211,2023-08-17,5,51.3,16.6,0.088
7212,2023-08-17,2,41.82,19.74,-0.51
7213,2023-08-17,4,36.62,16.73,0.11
7214,2023-08-17,4,45.2,16.81,0.209
7215,2023-08-18,1,51.97,23.38,-0.137
7216,2023-08-18,3,41.43,20.83,-0.153
7217,2023-08-18,1,43.09,29.91,0.198
7218,2023-08-19,3,52.62,21.4,-0.023
7219,2023-08-19,2,46.92,27.48,0.096
7220,2023-08-20,1,64.73,30.79,-0.278
7221,2023-08-20,4,25.57,9.41,0.106
7222,2023-08-21,1,33.35,26.89,0.261
7223,2023-08-21,2,52.89,26.94,-0.336
7224,2023-08-21,4,53.77,15.18,0.287
7225,2023-08-22,5,41.15,13.08,0.051
7226,2023-08-22,2,34.31,21.36,-0.083
7227,2023-08-22,2,44.08,25.06,-0.26
7228,2023-08-22,1,52.64,27.5,0.152
7229,2023-08-22,5,70.83,13.46,0.401
7230,2023-08-22,5,46.43,11.93,0.322
7231,2023-08-23,3,41.62,15.62,-0.202
7232,2023-08-23,2,40.8,29.16,-0.139
7233,2023-08-23,1,49.91,26.73,-0.149
7234,2023-08-23,1,52.88,30.82,-0.133
7235,2023-08-23,3,48.4,20.41,0.358
7236,2023-08-23,3,47.41,13.66,0.284
7237,2023-08-23,2,51.09,16.71,0.074
7238,2023-08-23,3,45.45,22.58,0.115
7239,2023-08-24,1,52.05,30.3,-0.157
7240,2023-08-24,5,60.38,16.97,-0.111
7241,2023-08-24,2,45.33,21.67,0.161
7242,2023-08-24,3,43.47,19.39,0.143
7243,2023-08-24,5,42.99,8.66,-0.021
7244,2023-08-24,4,35.98,19.63,-0.055
7245,2023-08-25,5,38.79,14.79,-0.456
7246,2023-08-25,1,38.39,25.12,0.031
7247,2023-08-25,3,49.87,19.57,-0.127
7248,2023-08-25,4,24.07,19.38,-0.382
7249,2023-08-26,2,49.35,23.64,-0.294
7250,2023-08-26,4,33.85,13.62,-0.184
7251,2023-08-26,5,63.53,20.14,-0.187
7252,2023-08-26,3,40.08,17.3,-0.42
7253,2023-08-26,2,42.67,23.61,0.406
7254,2023-08-26,4,36.27,12.95,-0.21
7255,2023-08-26,4,38.64,23.57,0.143
7256,2023-08-26,5,57.22,16.54,0.217
7257,2023-08-26,2,50.69,23.04,-0.22
7258,2023-08-27,2,38.61,23.4,0.01
7259,2023-08-27,5,56.08,16.54,0.001
7260,2023-08-27,5,52.91,14.07,-0.329
7261,2023-08-27,1,52.64,24.06,0.207
7262,2023-08-27,3,47.85,24.11,0.278
7263,2023-08-27,3,37.62,20.67,-0.191
7264,2023-08-28,5,54.87,15.4,-0.215
7265,2023-08-28,2,48.8,22.16,-0.182
7266,2023-08-28,4,35.26,12.65,-0.141
7267,2023-08-29,3,46.86,21.66,0.21
7268,2023-08-29,5,63.76,18.27,-0.398
7269,2023-08-29,5,55.14,13.52,-0.629
7270,2023-08-29,3,44.98,20.79,0.425
7271,2023-08-29,3,34.13,21.41,-0.325
7272,2023-08-29,2,48.92,31.09,-0.33
7273,2023-08-29,3,35.66,13.48,-0.261
7274,2023-08-29,1,46.6,27.71,0.24
7275,2023-08-30,5,70.68,15.61,0.197
7276,2023-08-30,3,46.84,18.94,-0.093
7277,2023-08-31,4,32.34,16.97,-0.626
7278,2023-08-31,1,59.94,25.75,-0.022
7279,2023-08-31,5,27.6,17.54,0.347
7280,2023-08-31,3,53.25,17.46,-0.154
7281,2023-09-01,1,44.68,24.54,-0.058
7282,2023-09-01,5,50.56,14.44,0.132
7283,2023-09-01,5,48.41,16.92,0.261
7284,2023-09-01,2,54.08,23.83,0.015
7285,2023-09-01,4,33.18,15.32,-0.236
7286,2023-09-01,5,45.85,10.9,-0.263
7287,2023-09-01,1,49.66,24.73,-0.283
7288,2023-09-01,2,42.56,25.97,-0.259
7289,2023-09-01,3,43.32,17.86,0.406
7290,2023-09-02,2,43.28,22.76,-0.046
7291,2023-09-02,4,46.95,17.34,-0.426
7292,2023-09-02,3,49.53,18.06,-0.799
7293,2023-09-02,5,53.78,10.47,-0.356
7294,2023-09-02,5,54.19,15.6,0.043
7295,2023-09-03,4,34.55,14.87,0.369
7296,2023-09-03,1,64.65,26.39,-0.285
7297,2023-09-03,2,44.65,22.16,-0.518
7298,2023-09-03,1,50.43,25.07,0.244
7299,2023-09-03,2,41.6,24.06,0.081
7300,2023-09-03,3,35.94,24.05,-0.387
7301,2023-09-04,2,48.85,23.32,0.257
7302,2023-09-04,4,37.27,20.79,0.315
7303,2023-09-04,3,41.17,17.66,-0.481
7304,2023-09-04,5,51.96,14.91,-0.019
7305,2023-09-04,1,55.36,24.4,0.448
7306,2023-09-05,5,48.81,14.67,0.085
7307,2023-09-05,1,40.97,23.69,-0.01
7308,2023-09-05,4,25.95,20.44,-0.16
7309,2023-09-05,5,55.61,19.89,0.057
7310,2023-09-05,2,47.62,23.34,-0.296
7311,2023-09-05,3,25.74,22.31,0.216
7312,2023-09-06,3,41.73,19.84,0.057
7313,2023-09-07,5,70.27,11.07,0.368
7314,2023-09-07,1,57.98,25.47,0.243
7315,2023-09-07,5,42.59,15.69,0.002
7316,2023-09-07,3,30,17.41,-0.169
7317,2023-09-08,1,54.64,29.08,-0.332
7318,2023-09-08,5,73.16,9.91,-0.253
7319,2023-09-08,5,64.9,14.51,0.48
7320,2023-09-08,1,54.43,29.27,-0.098
7321,2023-09-09,1,35.29,24.58,0.492
7322,2023-09-09,5,66.36,19.42,-0.05
7323,2023-09-09,4,57.08,16.48,0.137
7324,2023-09-09,4,30.58,17.87,-0.137
7325,2023-09-09,5,49.68,14.95,0.368
7326,2023-09-09,4,35.55,21.37,-0.642
7327,2023-09-09,3,31.38,18.31,0.226
7328,2023-09-09,4,27.08,17.69,-0.276
7329,2023-09-11,2,39.67,24.5,-0.255
7330,2023-09-11,4,17.76,13.82,-0.176
7331,2023-09-11,1,57.8,20.26,-0.181
7332,2023-09-11,1,44.71,31.2,0.018
7333,2023-09-12,5,54.13,13.37,-0.058
7334,2023-09-12,5,48.99,15.02,0.54
7335,2023-09-12,4,40.36,15.91,0.25
7336,2023-09-13,5,49.13,18.14,0.269
7337,2023-09-13,1,48.65,27.41,0.128
7338,2023-09-13,2,48.62,29.89,-0.631
7339,2023-09-13,5,58.07,10.63,0.047
7340,2023-09-13,1,41.97,25.82,-0.566
7341,2023-09-13,4,34.87,11.82,0.398
7342,2023-09-13,2,44.84,25.79,0.653
7343,2023-09-13,1,40.78,24.32,-0.195
7344,2023-09-13,3,50.82,20.05,-0.13
7345,2023-09-13,2,48.33,19.31,0.17
7346,2023-09-14,1,55.08,20.86,0.616
7347,2023-09-14,1,43.52,24.79,-0.185
7348,2023-09-14,4,46.03,22.09,0.176
7349,2023-09-14,2,47.36,18.58,0.352
7350,2023-09-14,5,56.28,16.1,0.003
7351,2023-09-14,5,59.64,19.44,-0.102
7352,2023-09-15,3,42.01,24.97,-0.282
7353,2023-09-16,4,42.07,14.9,-0.088
7354,2023-09-16,5,52.15,11.81,-0.049
7355,2023-09-16,1,47.39,25.1,-0.348
7356,2023-09-16,2,41.3,22.22,0.123
7357,2023-09-16,2,44.7,22.83,0.436
7358,2023-09-17,1,42.25,26.23,-0.216
7359,2023-09-17,2,39.42,23.09,0.597
7360,2023-09-17,4,30.71,14.85,0.096
7361,2023-09-18,3,51.41,22.01,0.443
7362,2023-09-18,4,34.09,16.18,0.211
7363,2023-09-18,5,72.16,18.6,0.116
7364,2023-09-18,1,54.98,22.91,0.003
7365,2023-09-19,3,41.14,17.72,0.263
7366,2023-09-19,2,44.82,23.2,-0.154
7367,2023-09-19,1,55.93,26.44,0.199
7368,2023-09-19,4,37.8,14.04,-0.796
7369,2023-09-19,5,43.96,14.33,0.005
7370,2023-09-19,1,53.28,24.04,-0.231
7371,2023-09-19,1,49.63,24.54,-0.33
7372,2023-09-20,4,40.95,15.96,0.078
7373,2023-09-20,2,52.5,18.97,-0.032
7374,2023-09-20,5,51.25,11.62,0.08
7375,2023-09-20,2,58.95,21.36,0.057
7376,2023-09-20,4,47.63,13.04,-0.106
7377,2023-09-20,4,41.92,14.64,0.034
7378,2023-09-20,5,63.92,14.78,0.209
7379,2023-09-20,4,19.31,19.26,0.274
7380,2023-09-21,1,49.61,21.76,0.029
7381,2023-09-21,4,40.8,14.6,0.039
7382,2023-09-21,3,50.04,23.66,-0.072
7383,2023-09-21,5,49.99,22.6,-0.233
7384,2023-09-21,5,59.7,13.21,-0.078
7385,2023-09-21,5,51.32,17.01,0.429
7386,2023-09-21,3,41.06,24.54,-0.485
7387,2023-09-21,5,39.53,12.23,-0.294
7388,2023-09-21,2,50.58,27.56,-0.348
7389,2023-09-21,3,36.46,21.55,0.609
7390,2023-09-22,2,42.14,23.51,0.376
7391,2023-09-22,4,43.44,14.71,0.067
7392,2023-09-22,3,39.39,18.43,0.476
7393,2023-09-22,1,63.39,29.22,0.181
7394,2023-09-22,5,45.51,13.59,-0.107
7395,2023-09-22,5,53.85,13.02,0.099
7396,2023-09-22,3,45.1,19.02,0.409
7397,2023-09-23,4,32.32,11.97,-0.275
7398,2023-09-23,3,48.9,22.02,-0.616
7399,2023-09-23,1,49.43,27.2,0.069
7400,2023-09-23,3,40.31,20.65,0.334
7401,2023-09-23,4,46.14,12.23,0.04
7402,2023-09-23,4,43.71,15.23,-0.319
7403,2023-09-24,3,46.5,13.84,-0.183
7404,2023-09-24,2,42.17,20.91,0.739
7405,2023-09-24,5,32.18,16.06,0.053
7406,2023-09-24,3,33.88,18.17,-0.246
7407,2023-09-24,5,69.54,10.09,0.426
7408,2023-09-24,1,50.13,23.62,-0.185
7409,2023-09-24,5,58.49,14.6,-0.119
7410,2023-09-24,3,41.06,18.1,-0.475
7411,2023-09-25,1,44.9,27.43,0.023
7412,2023-09-25,3,38.55,23.09,-0.302
7413,2023-09-25,3,30.6,21.6,0.34
7414,2023-09-25,5,54.94,10.62,-0.164
7415,2023-09-25,2,32.06,19.52,0.173
7416,2023-09-25,4,40.22,15.93,-0.087
7417,2023-09-26,2,42.42,24.16,-0.238
7418,2023-09-26,1,39.87,23.78,0.003
7419,2023-09-26,5,57.51,19.58,-0.177
7420,2023-09-26,4,43.31,20.62,-0.189
7421,2023-09-26,5,55.22,16.05,0.103
7422,2023-09-26,5,58.43,16.6,0.196
7423,2023-09-26,1,48.52,26.28,-0.071
7424,2023-09-26,4,42.6,14.51,-0.051
7425,2023-09-26,1,54.12,23.5,-0.482
7426,2023-09-27,2,44.93,23.15,-0.144
7427,2023-09-27,3,41.42,20.46,-0.169
7428,2023-09-28,3,44.06,22.31,0.33
7429,2023-09-28,5,41.9,14.2,0.09
7430,2023-09-28,1,43.96,24.77,0.302
7431,2023-09-29,4,38.07,14.69,0.381
7432,2023-09-29,5,69.2,18.9,-0.321
7433,2023-09-29,5,58.93,13.07,-0.002
7434,2023-09-30,2,49.11,22.63,0.274
7435,2023-09-30,4,23.35,14.27,0.309
7436,2023-09-30,4,33.57,17.61,0.051
7437,2023-10-01,4,31.02,18.98,0.157
7438,2023-10-01,1,39.57,28.58,0.233
7439,2023-10-01,3,47.99,21.3,0.811
7440,2023-10-01,5,53.84,13.85,0.182
7441,2023-10-01,2,41.78,26.42,-0.086
7442,2023-10-02,3,39.32,20.32,-0.167
7443,2023-10-02,1,49.64,31.68,0.441
7444,2023-10-02,1,56.41,25.14,0.035
7445,2023-10-02,2,52.98,28.84,-0.268
7446,2023-10-02,2,46.07,24.91,-0.009
7447,2023-10-02,2,55.72,27.7,0.256
7448,2023-10-03,3,39.48,20.29,0.676
7449,2023-10-03,1,46.07,25.16,0.16
7450,2023-10-04,1,45.71,31.52,0.366
7451,2023-10-04,2,53.05,21.51,-0.397
7452,2023-10-04,2,38.99,24.34,0.173
7453,2023-10-04,4,59.85,18.26,0.285
7454,2023-10-05,3,40.79,16.47,0.284
7455,2023-10-05,3,38.47,18.15,0.377
7456,2023-10-06,1,49.17,27.34,0.182
7457,2023-10-06,5,60.4,15.83,0.159
7458,2023-10-06,5,47.99,18.2,0.428
7459,2023-10-06,5,83.58,13.17,0.322
7460,2023-10-07,4,32.26,15.62,0.324
7461,2023-10-07,4,29.82,18.95,0.502
7462,2023-10-07,5,51.05,19.3,0.364
7463,2023-10-08,5,53.28,9.53,0.527
7464,2023-10-08,5,59.19,12.22,0.307
7465,2023-10-08,2,51.95,26.05,0.605
7466,2023-10-08,5,38.96,13.12,0.491
7467,2023-10-08,4,29.33,16.37,0.508
7468,2023-10-09,1,43.78,30.88,0.503
7469,2023-10-09,4,28.75,18.49,0.405
7470,2023-10-10,1,60.31,26.59,0.729
7471,2023-10-10,2,50.7,25.19,0.507
7472,2023-10-10,5,36.62,10.49,0.045
7473,2023-10-11,1,50.81,30.72,0.072
7474,2023-10-12,3,45.72,22.79,0.675
7475,2023-10-12,4,37.21,18.73,0.343
7476,2023-10-12,3,32.79,19.58,-0.086
7477,2023-10-12,1,57.3,34.45,0.352
7478,2023-10-12,1,54.08,28.32,0.274
7479,2023-10-13,5,62.11,14.16,0.695
7480,2023-10-13,4,46.92,8.87,-0.116
7481,2023-10-13,4,53.77,22.06,0.125
7482,2023-10-14,5,67.14,19.56,0.116
7483,2023-10-14,4,50.08,14.19,-0.022
7484,2023-10-14,1,47.98,25.09,0.852
7485,2023-10-14,1,57.1,29.94,0.062
7486,2023-10-15,3,39.63,16.33,0.35
7487,2023-10-15,4,38,14.22,0.36
7488,2023-10-15,3,39.45,20.09,0.249
7489,2023-10-15,5,67.96,13.38,0.349
7490,2023-10-15,4,39.58,11.54,0.481
7491,2023-10-15,2,49.18,23.34,0.162
7492,2023-10-15,5,51.92,15.07,0.397
7493,2023-10-15,2,54.31,24.6,0.244
7494,2023-10-15,2,43.14,25.95,0.176
7495,2023-10-16,3,50.85,16.49,-0.216
7496,2023-10-16,4,48.5,17.07,0.179
7497,2023-10-16,5,33.68,16.86,-0.087
7498,2023-10-16,5,65.76,16.17,-0.049
7499,2023-10-16,4,31.58,14.16,0.077
7500,2023-10-16,3,44.4,17.86,-0.423
7501,2023-10-16,1,52.79,27.31,-0.214
7502,2023-10-16,5,49.63,19.42,0.091
7503,2023-10-16,2,46.35,21.24,0.879
7504,2023-10-17,4,49.33,13.98,0.285
7505,2023-10-17,1,47.63,23.12,0.236
7506,2023-10-17,5,54.44,12.58,0.784
7507,2023-10-17,1,59.65,27.2,0.432
7508,2023-10-18,4,35.11,16.22,0.197
7509,2023-10-18,4,31.24,20.96,-0.27
7510,2023-10-18,1,48.59,24.23,-0.415
7511,2023-10-19,3,41.4,17.99,0.656
7512,2023-10-19,5,54.04,12.96,0.119
7513,2023-10-19,4,42.63,13.88,-0.023
7514,2023-10-19,5,57.11,12.71,0.281
7515,2023-10-19,2,47.09,26.35,0.039
7516,2023-10-20,2,60.03,24.7,0.505
7517,2023-10-20,2,42.65,21.63,0.486
7518,2023-10-20,4,53.38,15.58,0.342
7519,2023-10-20,1,49.65,22.14,0.49
7520,2023-10-21,5,48.51,16.46,-0.165
7521,2023-10-21,1,46.04,21.9,-0.065
7522,2023-10-21,1,51.03,29.63,0.678
7523,2023-10-21,4,47.48,22.19,0.123
7524,2023-10-21,1,59.99,26.12,-0.772
7525,2023-10-21,1,52.33,27.31,0.595
7526,2023-10-22,2,46.71,21.12,0.256
7527,2023-10-22,4,40.55,15,0.175
7528,2023-10-22,4,42.73,19.53,0.102
7529,2023-10-22,1,40.4,23.12,0.122
7530,2023-10-22,5,59.79,15.03,0.511
7531,2023-10-22,3,50.64,16.6,0.534
7532,2023-10-22,1,53,24.37,0.602
7533,2023-10-23,3,40.58,13.75,-0.049
7534,2023-10-23,3,32.93,14.35,0.112
7535,2023-10-23,2,51.04,18.81,-0.023
7536,2023-10-23,1,59.92,28.14,0.071
7537,2023-10-23,5,63.67,13.76,0.337
7538,2023-10-23,2,47.14,21.56,0.603
7539,2023-10-23,2,56.8,27.98,0.438
7540,2023-10-23,5,57.57,17.19,0.143
7541,2023-10-24,5,60.03,14.37,0.374
7542,2023-10-25,4,37.44,14.14,0.18
7543,2023-10-25,2,44.92,27.4,0.401
7544,2023-10-25,4,45.93,17.37,0.238
7545,2023-10-25,1,46.28,28.48,1
7546,2023-10-25,4,29.81,17.79,-0.163
7547,2023-10-26,4,38.28,18.13,-0.3
7548,2023-10-26,4,30.94,17.71,0.676
7549,2023-10-26,1,46.86,24.69,0.591
7550,2023-10-26,5,55.83,13.3,0.507
7551,2023-10-26,5,58.89,16.78,0.484
7552,2023-10-27,2,37.41,18.56,0.518
7553,2023-10-27,4,31.3,13.53,0.106
7554,2023-10-27,1,47.29,26.46,0.425
7555,2023-10-27,2,55.03,23.44,0.487
7556,2023-10-27,5,63.79,9.43,0.039
7557,2023-10-27,3,45.99,23.61,-0.093
7558,2023-10-27,2,52.62,25.51,0.436
7559,2023-10-27,1,54.36,25.21,-0.041
7560,2023-10-27,4,51.67,11.93,0.469
7561,2023-10-27,2,39.93,22.34,0.588
7562,2023-10-27,3,33,20.71,0.29
7563,2023-10-28,2,44.09,25.83,0.537
7564,2023-10-28,4,51.26,16.43,0.415
7565,2023-10-28,5,56.71,15.14,-0.414
7566,2023-10-28,5,44.23,17.26,0.135
7567,2023-10-28,5,69.14,16.4,-0.128
7568,2023-10-29,1,43.58,25.83,0.49
7569,2023-10-29,4,50.69,18.12,0.715
7570,2023-10-29,1,38.8,25.51,0.393
7571,2023-10-29,5,64.65,9.43,0.105
7572,2023-10-29,3,39.13,14.23,0.465
7573,2023-10-29,2,45.3,22.87,0.52
7574,2023-10-29,4,55.41,16.61,-0.052
7575,2023-10-29,3,47.24,19.29,0.383
7576,2023-10-30,5,43.55,12.79,-0.232
7577,2023-10-30,5,59.33,11.14,0.279
7578,2023-10-30,4,49.21,13.07,-0.309
7579,2023-10-30,1,54.97,28.88,0.163
7580,2023-10-31,5,43.51,19,-0.182
7581,2023-10-31,4,41.01,19.05,0.346
7582,2023-10-31,1,43.66,26.12,0.55
7583,2023-10-31,1,49.84,26.29,-0.247
7584,2023-10-31,4,36.61,14.48,0.272
7585,2023-10-31,1,61.08,24.53,0.073
7586,2023-10-31,2,56.3,20.97,0.265
7587,2023-10-31,1,59.02,22.83,0.217
7588,2023-10-31,4,36.49,18.21,-0.06
7589,2023-11-01,2,35.94,18.72,0.255
7590,2023-11-01,3,35.45,24.42,0.02
7591,2023-11-01,5,56.56,14.05,0.358
7592,2023-11-01,3,37.7,17.22,0.566
7593,2023-11-01,1,54.99,26.57,0.394
7594,2023-11-02,2,49.45,22.24,-0.162
7595,2023-11-02,4,26.1,17.02,0.319
7596,2023-11-02,5,44.05,12.85,0.093
7597,2023-11-02,3,48.07,18.44,0.358
7598,2023-11-02,5,68.78,11.59,0.416
7599,2023-11-02,3,41.85,14.72,0.599
7600,2023-11-02,5,50.29,17.68,-0.066
7601,2023-11-02,4,48.55,15.01,-0.104
7602,2023-11-03,5,71.11,8.2,0.156
7603,2023-11-03,3,50.67,22.72,0.919
7604,2023-11-03,2,45.41,25.35,0.537
7605,2023-11-03,5,57.58,12.08,-0.465
7606,2023-11-04,1,54.37,25.83,-0.094
7607,2023-11-04,5,47.76,18.06,0.021
7608,2023-11-04,5,54.49,13.76,0.177
7609,2023-11-04,2,40.54,22.21,0.056
7610,2023-11-04,1,40.99,31.15,0.169
7611,2023-11-04,3,34.78,22.17,-0.096
7612,2023-11-04,4,29.81,18.93,0.621
7613,2023-11-04,2,47.93,25.02,0.572
7614,2023-11-05,5,45.32,12.68,0.641
7615,2023-11-05,3,45.29,20.38,0.023
7616,2023-11-05,4,44.11,12.28,-0.087
7617,2023-11-05,5,61.11,20.69,0.462
7618,2023-11-05,3,33.72,22.63,0.157
7619,2023-11-06,3,41.96,20.05,0.217
7620,2023-11-06,5,62.91,11.97,0.609
7621,2023-11-06,2,55.17,26.46,0.126
7622,2023-11-06,5,46.17,9.71,0.082
7623,2023-11-06,1,69.43,23.8,0.109
7624,2023-11-06,5,47.84,17.85,0.823
7625,2023-11-06,3,44.78,17.83,-0.099
7626,2023-11-06,5,54.08,12.97,0.164
7627,2023-11-06,1,62.75,29.55,0.515
7628,2023-11-06,1,52.39,25.68,0.202
7629,2023-11-06,5,49.36,11.78,0.377
7630,2023-11-06,3,38.14,15.39,0.219
7631,2023-11-07,2,47.12,27.08,0.306
7632,2023-11-07,5,47.7,13.53,0.173
7633,2023-11-07,1,48.19,26.58,0.213
7634,2023-11-07,2,50.98,25.45,0.512
7635,2023-11-07,1,34.65,26.57,0.073
7636,2023-11-08,2,46.19,22.64,0.248
7637,2023-11-08,2,48.98,26.44,0.277
7638,2023-11-08,1,61.97,25.41,0.523
7639,2023-11-08,4,51.28,13.99,-0.163
7640,2023-11-08,2,41.78,24.33,0.05
7641,2023-11-08,4,41.62,12.01,-0.238
7642,2023-11-08,3,43.54,17.46,-0.069
7643,2023-11-08,2,40.9,27.62,0.143
7644,2023-11-08,4,27.59,14.08,-0.405
7645,2023-11-08,3,54.12,30.56,-0.094
7646,2023-11-08,5,67.37,13.19,-0.026
7647,2023-11-08,2,54.47,28.95,0.207
7648,2023-11-09,5,51.77,15.43,-0.043
7649,2023-11-09,5,67.6,11.09,0.325
7650,2023-11-09,1,42.58,23.7,0.236
7651,2023-11-09,5,55.73,20.55,0.162
7652,2023-11-09,5,70.82,17.03,0.192
7653,2023-11-10,3,47.44,20.32,0.163
7654,2023-11-10,5,71.59,16.04,0.39
7655,2023-11-10,1,62.44,24.32,0.248
7656,2023-11-10,1,43.75,26.02,0.456
7657,2023-11-11,1,54.37,28.25,0.167
7658,2023-11-11,1,54.19,23.83,-0.349
7659,2023-11-11,5,59.51,16.76,-0.132
7660,2023-11-11,2,49.9,24.6,0.377
7661,2023-11-11,3,35.54,17.5,-0.205
7662,2023-11-11,5,48.63,11.97,-0.032
7663,2023-11-11,5,55.93,17.76,0.54
7664,2023-11-11,3,43.6,22.25,0.301
7665,2023-11-11,1,51.72,26.46,0.357
7666,2023-11-11,2,41.5,22.9,0.355
7667,2023-11-11,1,46.49,33.36,0.276
7668,2023-11-12,2,44.63,23.74,0.324
7669,2023-11-12,5,52.03,12.21,0.01
7670,2023-11-12,1,62.44,27.39,0.302
7671,2023-11-12,1,36.37,31.75,0.553
7672,2023-11-12,5,59.49,15.11,0.175
7673,2023-11-12,4,35.85,9.63,0.387
7674,2023-11-12,1,43.85,25.13,0.133
7675,2023-11-13,4,48.08,13.54,0.143
7676,2023-11-13,3,44.64,17.82,0.204
7677,2023-11-14,4,54.59,10.61,0.667
7678,2023-11-14,5,56.11,13.84,0.519
7679,2023-11-14,3,46.37,19.17,0.315
7680,2023-11-14,3,37.38,18.6,0.344
7681,2023-11-14,3,44.75,19.4,0.846
7682,2023-11-14,2,43.61,17.77,0.431
7683,2023-11-15,2,48.24,27.38,0.579
7684,2023-11-15,4,32.35,15.7,0.074
7685,2023-11-15,5,57.41,13.21,0.115
7686,2023-11-16,2,47.05,30.11,-0.04
7687,2023-11-16,1,46.86,29.91,0.515
7688,2023-11-16,2,46.17,23.95,0.045
7689,2023-11-16,1,51.64,27.86,-0.161
7690,2023-11-16,1,47.24,34.57,0.25
7691,2023-11-16,4,37.49,19.84,0.575
7692,2023-11-17,2,49.42,20.38,0.306
7693,2023-11-17,3,51.11,22.68,-0.153
7694,2023-11-17,1,43.45,30.08,0.767
7695,2023-11-17,3,40.22,15.37,0.338
7696,2023-11-17,4,37.94,13.65,0.266
7697,2023-11-17,5,69.45,14.51,0.321
7698,2023-11-17,5,42.99,13.71,0.573
7699,2023-11-18,4,31.43,23.97,0.776
7700,2023-11-18,1,55.68,22.7,-0.498
7701,2023-11-18,1,51.13,25.67,0.987
7702,2023-11-18,5,54.66,16.23,0.699
7703,2023-11-18,5,58.78,10.52,0.106
7704,2023-11-19,1,48.49,26.98,0.136
7705,2023-11-19,2,53.44,26.04,0.306
7706,2023-11-19,2,52.91,24.45,0.261
7707,2023-11-19,2,44.51,23.04,0.273
7708,2023-11-20,2,41.89,24.77,-0.025
